"FID","OBJECTID","bcsrgrp","bcsrcat","lganame","locsurb","locprmc1","locpcode","bcsrgclat","bcsrgclng","bcsrgccde","incyear","incmonth","incday","incsttm","eventyr","eventmth","poisex","poi_age","uniqueID","Time","DayNight","WeekDayEnd"
18289,21711,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8932,151.182415,"Street",2015,"April","Thursday","15:20",2015,"April"," ",0.0,58198104,1520,"Day","Weekday"
18297,21722,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"May","Sunday","1:45",2015,"May","F",41.0602327173,56073831,145,"Night","Weekend"
18298,21723,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"May","Sunday","1:30",2015,"May"," ",0.0,57899368,130,"Night","Weekend"
18310,21740,"Drug Offences","Possession and/or use of amphetamines","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2015,"May","Saturday","22:00",2015,"May"," ",0.0,57742950,2200,"Night","Weekend"
18311,21741,"Drug Offences","Possession and/or use of amphetamines","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2015,"May","Saturday","22:00",2015,"May","M",37.6872005476,58233556,2200,"Night","Weekend"
18329,21761,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.905951,151.186946,"Street",2015,"May","Friday","13:15",2015,"May","M",35.0260095825,59381251,1315,"Day","Weekday"
18355,21789,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2015,"May","Wednesday","4:50",2015,"May","M",50.5605749487,58034385,450,"Night","Weekday"
18356,21790,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2015,"May","Wednesday","4:30",2015,"May"," ",0.0,58669978,430,"Night","Weekday"
18385,21822,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2015,"May","Thursday","22:45",2015,"May","M",51.559890486,58190096,2245,"Night","Weekday"
18414,21855,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2015,"June","Thursday","5:00",2015,"June"," ",0.0,58454677,500,"Night","Weekday"
18418,21861,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8988,151.18815,"Street",2015,"June","Friday","14:40",2015,"June"," ",0.0,57888182,1440,"Day","Weekday"
18419,21862,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8988,151.18815,"Street",2015,"June","Friday","14:40",2015,"June","F",37.3360711841,110850636,1440,"Day","Weekday"
18456,21911,"Drug Offences","Possession and/or use of amphetamines","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88966,151.19011,"Intersect",2015,"June","Friday","22:00",2015,"June"," ",0.0,58187999,2200,"Night","Weekday"
18457,21912,"Drug Offences","Possession and/or use of amphetamines","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88966,151.19011,"Intersect",2015,"June","Friday","22:00",2015,"June","F",31.1594798084,58446548,2200,"Night","Weekday"
18547,22035,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2015,"July","Tuesday","23:20",2015,"July"," ",0.0,59050997,2320,"Night","Weekday"
18548,22036,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2015,"July","Tuesday","23:20",2015,"July","M",50.1101984942,69210926,2320,"Night","Weekday"
18556,22049,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90241,151.18429,"Intersect",2015,"July","Friday","21:45",2015,"July","M",46.1375770021,58990608,2145,"Night","Weekday"
18557,22050,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90241,151.18429,"Intersect",2015,"July","Friday","21:25",2015,"July"," ",0.0,60001890,2125,"Night","Weekday"
18584,22090,"Drug Offences","Possession and/or use of amphetamines","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89815,151.19033,"Street",2015,"August","Thursday","19:10",2015,"August","M",30.5222450376,59491578,1910,"Night","Weekday"
18611,22123,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898395,151.178685,"Street",2015,"August","Saturday","4:00",2015,"August","M",31.3627652293,57828345,400,"Night","Weekend"
18612,22124,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898395,151.178685,"Street",2015,"August","Saturday","4:00",2015,"August"," ",0.0,113428737,400,"Night","Weekend"
18613,22125,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90006,151.18002,"Suburb",2015,"August","Saturday","12:40",2015,"August"," ",0.0,59989888,1240,"Day","Weekend"
18674,22230,"Drug Offences","Possession and/or use of amphetamines","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90025,151.17814,"Intersect",2015,"September","Friday","13:30",2015,"September"," ",0.0,62094221,1330,"Day","Weekday"
18777,22375,"Drug Offences","Possession and/or use of amphetamines","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.897698,151.192992,"Street",2015,"November","Tuesday","2:10",2015,"November","F",38.7960301164,59804646,210,"Night","Weekday"
18834,22462,"Drug Offences","Possession and/or use of amphetamines","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892415,151.19185,"Street",2015,"December","Thursday","14:40",2015,"December","M",37.1704312115,59741258,1440,"Day","Weekday"
18857,22497,"Drug Offences","Possession and/or use of amphetamines","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.904792,151.189628,"Street",2015,"December","Friday","3:35",2015,"December"," ",0.0,59914380,335,"Night","Weekday"
18858,22498,"Drug Offences","Possession and/or use of amphetamines","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.904792,151.189628,"Street",2015,"December","Friday","3:35",2015,"December","M",31.954825462,61287590,335,"Night","Weekday"
18864,22504,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886478,151.179216,"Street",2015,"December","Monday","0:50",2015,"December"," ",0.0,59768311,50,"Night","Weekday"
18865,22505,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886478,151.179216,"Street",2015,"December","Monday","0:50",2015,"December","M",47.5386721424,60216447,50,"Night","Weekday"
18889,22531,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.888663,151.183109,"Street",2015,"December","Sunday","19:30",2015,"December","M",38.9171800137,59905758,1930,"Night","Weekend"
18949,22609,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.887219,151.180154,"Address",2016,"January","Saturday","10:00",2016,"January"," ",0.0,59086465,1000,"Day","Weekend"
18950,22610,"Drug Offences","Possession and/or use of amphetamines","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.887219,151.180154,"Address",2016,"January","Saturday","10:00",2016,"January","F",38.4305270363,59966459,1000,"Day","Weekend"
19121,22863,"Drug Offences","Possession and/or use of cocaine","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2015,"April","Friday","8:30",2015,"April"," ",0.0,58343738,830,"Day","Weekday"
19122,22864,"Drug Offences","Possession and/or use of cocaine","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2015,"April","Friday","8:30",2015,"April","M",41.0438056126,58371709,830,"Day","Weekday"
19129,22878,"Drug Offences","Possession and/or use of cocaine","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8991,151.182581,"Address",2015,"April","Saturday","1:30",2015,"April"," ",0.0,58149804,130,"Night","Weekend"
19130,22879,"Drug Offences","Possession and/or use of cocaine","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8991,151.182581,"Address",2015,"April","Saturday","1:30",2015,"April","F",19.3627652293,59593715,130,"Night","Weekend"
19152,22915,"Drug Offences","Possession and/or use of cocaine","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2015,"May","Sunday","22:30",2015,"May"," ",0.0,58256741,2230,"Night","Weekend"
19153,22916,"Drug Offences","Possession and/or use of cocaine","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2015,"May","Sunday","22:30",2015,"May","M",40.2498288843,58337273,2230,"Night","Weekend"
19184,22961,"Drug Offences","Possession and/or use of cocaine","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.890508,151.190851,"Street",2015,"June","Saturday","21:15",2015,"June"," ",0.0,57560444,2115,"Night","Weekend"
19236,23053,"Drug Offences","Possession and/or use of cocaine","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89446,151.181855,"Street",2015,"August","Sunday","1:40",2015,"August","M",28.189596167,56643032,140,"Night","Weekend"
19237,23054,"Drug Offences","Possession and/or use of cocaine","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89446,151.181855,"Street",2015,"August","Sunday","1:40",2015,"August","M",27.6858316222,60088951,140,"Night","Weekend"
19238,23055,"Drug Offences","Possession and/or use of cocaine","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89446,151.181855,"Street",2015,"August","Sunday","1:30",2015,"August"," ",0.0,111874536,130,"Night","Weekend"
19414,23325,"Drug Offences","Possession and/or use of cocaine","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88617,151.17911,"Intersect",2015,"December","Sunday","0:20",2015,"December"," ",0.0,58914845,20,"Night","Weekend"
19415,23326,"Drug Offences","Possession and/or use of cocaine","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88617,151.17911,"Intersect",2015,"December","Sunday","0:20",2015,"December","M",42.476386037,60011694,20,"Night","Weekend"
19508,23524,"Drug Offences","Possession and/or use of ecstasy","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894623,151.182153,"Address",2015,"April","Friday","23:45",2015,"April"," ",0.0,56807845,2345,"Night","Weekday"
19515,23531,"Drug Offences","Possession and/or use of ecstasy","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"April","Saturday","1:20",2015,"April","M",30.1745379877,58300912,120,"Night","Weekend"
19516,23532,"Drug Offences","Possession and/or use of ecstasy","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"April","Saturday","1:20",2015,"April"," ",0.0,110224836,120,"Night","Weekend"
19549,23589,"Drug Offences","Possession and/or use of ecstasy","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Saturday","6:30",2015,"May","M",31.1848049281,57917862,630,"Day","Weekend"
19971,24353,"Drug Offences","Possession and/or use of ecstasy","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.890231,151.181715,"Street",2016,"January","Saturday","8:15",2016,"January"," ",0.0,60876700,815,"Day","Weekend"
19985,24378,"Drug Offences","Possession and/or use of ecstasy","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.893005,151.192307,"Address",2016,"January","Sunday","15:34",2016,"January","F",26.370294319,61294976,1534,"Day","Weekend"
19986,24379,"Drug Offences","Possession and/or use of ecstasy","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.893005,151.192307,"Address",2016,"January","Sunday","15:34",2016,"January"," ",0.0,116180437,1534,"Day","Weekend"
20111,24572,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.899899,151.180281,"Street",2015,"April","Thursday","20:15",2015,"April","M",29.6872005476,57673696,2015,"Night","Weekday"
20112,24573,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.899899,151.180281,"Street",2015,"April","Thursday","20:15",2015,"April"," ",0.0,57852273,2015,"Night","Weekday"
20113,24574,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89826,151.18181,"Intersect",2015,"April","Thursday","13:00",2015,"April"," ",0.0,55646025,1300,"Day","Weekday"
20114,24575,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89826,151.18181,"Intersect",2015,"April","Thursday","13:00",2015,"April","M",32.6741957563,57719446,1300,"Day","Weekday"
20187,24732,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89487,151.18205,"Intersect",2015,"April","Friday","22:30",2015,"April","M",20.1019849418,57870971,2230,"Night","Weekday"
20188,24733,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Postcode",2015,"April","Friday","23:30",2015,"April"," ",0.0,56637965,2330,"Night","Weekday"
20189,24734,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Postcode",2015,"April","Friday","23:30",2015,"April","M",29.3230663929,58074777,2330,"Night","Weekday"
20194,24741,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89896,151.18254,"Intersect",2015,"April","Saturday","2:00",2015,"April"," ",0.0,57483470,200,"Night","Weekend"
20231,24784,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895679,151.181546,"Street",2015,"April","Thursday","14:15",2015,"April","M",36.6933607118,57863085,1415,"Day","Weekday"
20232,24785,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895679,151.181546,"Street",2015,"April","Thursday","14:15",2015,"April"," ",0.0,59601722,1415,"Day","Weekday"
20238,24828,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Tuesday","15:00",2015,"May","M",47.4147843943,58909176,1500,"Day","Weekday"
20251,24851,"Drug Offences","Possession and/or use of cannabis","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2015,"May","Saturday","20:37",2015,"May"," ",0.0,57622211,2037,"Night","Weekend"
20252,24852,"Drug Offences","Possession and/or use of cannabis","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2015,"May","Saturday","20:37",2015,"May","M",29.59137577,57754072,2037,"Night","Weekend"
20253,24853,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8991,151.182581,"Address",2015,"May","Saturday","23:40",2015,"May"," ",0.0,57619270,2340,"Night","Weekend"
20254,24854,"Drug Offences","Possession and/or use of cannabis","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.8991,151.182581,"Address",2015,"May","Saturday","23:40",2015,"May","M",37.9993155373,57754572,2340,"Night","Weekend"
20256,24856,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Saturday","23:00",2015,"May"," ",0.0,58676186,2300,"Night","Weekend"
20257,24857,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Saturday","23:00",2015,"May","M",28.279945243,59218890,2300,"Night","Weekend"
20297,24923,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8974,151.18094,"Intersect",2015,"May","Saturday","0:55",2015,"May"," ",0.0,57682989,55,"Night","Weekend"
20298,24924,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8974,151.18094,"Intersect",2015,"May","Saturday","0:55",2015,"May","M",23.7433264887,57799150,55,"Night","Weekend"
20366,25038,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2015,"May","Friday","22:50",2015,"May","M",22.6235455168,55975930,2250,"Night","Weekday"
20367,25039,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2015,"May","Friday","22:45",2015,"May"," ",0.0,57978599,2245,"Night","Weekday"
20368,25040,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2015,"May","Friday","22:40",2015,"May","M",22.4318959617,58784564,2240,"Night","Weekday"
20369,25041,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89524,151.18169,"Intersect",2015,"May","Friday","22:40",2015,"May"," ",0.0,60297619,2240,"Night","Weekday"
20377,25051,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2015,"May","Friday","22:30",2015,"May"," ",0.0,57100445,2230,"Night","Weekday"
20378,25052,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2015,"May","Friday","22:30",2015,"May","F",20.1594798084,57942972,2230,"Night","Weekday"
20391,25072,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89442,151.18098,"Street",2015,"May","Saturday","22:30",2015,"May"," ",0.0,57923262,2230,"Night","Weekend"
20392,25073,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89442,151.18098,"Street",2015,"May","Saturday","22:30",2015,"May","M",23.7241615332,111887537,2230,"Night","Weekend"
20414,25108,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89828,151.1783,"Intersect",2015,"June","Wednesday","12:05",2015,"June"," ",0.0,57858570,1205,"Day","Weekday"
20415,25109,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89828,151.1783,"Intersect",2015,"June","Wednesday","12:05",2015,"June","F",55.8631074606,58204368,1205,"Day","Weekday"
20418,25113,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88613,151.17637,"Intersect",2015,"June","Wednesday","22:10",2015,"June","M",46.4010951403,57654960,2210,"Night","Weekday"
20419,25114,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88613,151.17637,"Intersect",2015,"June","Wednesday","22:10",2015,"June"," ",0.0,60138217,2210,"Night","Weekday"
20440,25150,"Drug Offences","Possession and/or use of cannabis","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2015,"June","Saturday","21:10",2015,"June"," ",0.0,56542395,2110,"Night","Weekend"
20484,25271,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2015,"June","Sunday","0:26",2015,"June"," ",0.0,58395514,26,"Night","Weekend"
20485,25272,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2015,"June","Sunday","0:30",2015,"June","M",39.5674195756,61206521,30,"Night","Weekend"
20488,25275,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89172,151.18281,"Street",2015,"June","Sunday","2:00",2015,"June","M",35.2635181383,58153672,200,"Night","Weekend"
20489,25276,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89172,151.18281,"Street",2015,"June","Sunday","2:00",2015,"June"," ",0.0,58439601,200,"Night","Weekend"
20549,25388,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Suburb",2015,"July","Friday","21:00",2015,"July","M",20.3360711841,57880107,2100,"Night","Weekday"
20550,25389,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Suburb",2015,"July","Friday","21:00",2015,"July"," ",0.0,59694843,2100,"Night","Weekday"
20558,25399,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89712,151.184115,"Street",2015,"July","Saturday","16:30",2015,"July","M",21.6803559206,59701943,1630,"Day","Weekend"
20559,25401,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89645,151.18002,"Intersect",2015,"July","Saturday","23:05",2015,"July","M",29.6201232033,58236650,2305,"Night","Weekend"
20560,25402,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89645,151.18002,"Intersect",2015,"July","Saturday","22:55",2015,"July"," ",0.0,59612174,2255,"Night","Weekend"
20561,25408,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.8879,151.18075,"Intersect",2015,"July","Tuesday","7:25",2015,"July","M",38.2306639288,58293572,725,"Day","Weekday"
20568,25421,"Drug Offences","Possession and/or use of cannabis","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2015,"July","Wednesday","0:10",2015,"July","M",34.780971937,58300972,10,"Night","Weekday"
20712,25670,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2015,"August","Saturday","23:00",2015,"August"," ",0.0,59245693,2300,"Night","Weekend"
20713,25671,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2015,"August","Saturday","23:00",2015,"August","M",59.9431895962,62108629,2300,"Night","Weekend"
20755,25771,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2015,"August","Wednesday","1:10",2015,"August","M",41.2491444216,58882446,110,"Night","Weekday"
20759,25777,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889965,151.17789,"Street",2015,"August","Friday","3:55",2015,"August","M",22.3059548255,112103236,355,"Night","Weekday"
20795,25853,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Suburb",2015,"August","Friday","22:20",2015,"August"," ",0.0,58780199,2220,"Night","Weekday"
20796,25854,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Suburb",2015,"August","Friday","22:20",2015,"August","M",50.0431211499,60148543,2220,"Night","Weekday"
20819,25901,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2015,"August","Thursday","14:30",2015,"August","F",49.386036961,57158331,1430,"Day","Weekday"
20820,25902,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2015,"August","Thursday","14:30",2015,"August"," ",0.0,58730350,1430,"Day","Weekday"
20903,26066,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2015,"September","Thursday","3:00",2015,"September","M",29.2498288843,60873922,300,"Night","Weekday"
20963,26182,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894014,151.181317,"Street",2015,"September","Tuesday","10:45",2015,"September"," ",0.0,59068972,1045,"Day","Weekday"
20964,26183,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894014,151.181317,"Street",2015,"September","Tuesday","10:45",2015,"September","M",25.8631074606,59419081,1045,"Day","Weekday"
20967,26196,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2015,"October","Thursday","23:30",2015,"October","M",23.1854893908,58967670,2330,"Night","Weekday"
20968,26197,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2015,"October","Thursday","23:30",2015,"October","M",23.0266940452,58983482,2330,"Night","Weekday"
20969,26198,"Drug Offences","Possession and/or use of cannabis","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2015,"October","Thursday","23:30",2015,"October"," ",0.0,61664918,2330,"Night","Weekday"
21033,26304,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892084,151.188498,"Address",2015,"October","Sunday","20:00",2015,"October"," ",0.0,59387192,2000,"Night","Weekend"
21034,26305,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892084,151.188498,"Address",2015,"October","Sunday","19:57",2015,"October","M",60.2696783025,59775406,1957,"Night","Weekend"
21062,26353,"Drug Offences","Possession and/or use of cannabis","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89477,151.18215,"Intersect",2015,"October","Saturday","23:39",2015,"October","M",32.288843258,59602071,2339,"Night","Weekend"
