"FID","OBJECTID","bcsrgrp","bcsrcat","lganame","locsurb","locprmc1","locpcode","bcsrgclat","bcsrgclng","bcsrgccde","incyear","incmonth","incday","incsttm","eventyr","eventmth","poisex","poi_age","uniqueID","Time","DayNight","WeekDayEnd"
98,122,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2013,"January","Saturday","23:20",2013,"January","M",35.8350444901,50293175,2320,"Night","Weekend"
258,307,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2013,"February","Wednesday","20:45",2013,"February"," ",0.0,50684577,2045,"Night","Weekday"
285,340,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2013,"February","Monday","19:28",2013,"February"," ",0.0,50615156,1928,"Night","Weekday"
338,402,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900075,151.18613,"Street",2013,"March","Friday","21:45",2013,"March"," ",0.0,49809187,2145,"Night","Weekday"
408,482,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2013,"March","Saturday","13:00",2013,"March"," ",0.0,50987104,1300,"Day","Weekend"
410,484,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2013,"March","Saturday","12:30",2013,"March"," ",0.0,49866745,1230,"Day","Weekend"
477,557,"Robbery","Robbery without a weapon","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.898732,151.184328,"Street",2013,"January","Friday","0:25",2013,"January","M",19.0848733744,49281910,25,"Night","Weekday"
481,561,"Robbery","Robbery without a weapon","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Postcode",2013,"January","Sunday","4:30",2013,"January"," ",0.0,49644994,430,"Night","Weekend"
547,629,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89242,151.18694,"Intersect",2013,"March","Wednesday","1:45",2013,"March"," ",0.0,50723773,145,"Night","Weekday"
550,632,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895475,151.184855,"Street",2013,"March","Friday","23:15",2013,"March"," ",0.0,50842008,2315,"Night","Weekday"
562,645,"Robbery","Robbery with a weapon not a firearm","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.896605,151.180676,"Address",2013,"March","Saturday","21:00",2013,"March"," ",0.0,51311538,2100,"Night","Weekend"
565,648,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2013,"March","Saturday","1:50",2013,"March"," ",0.0,50996577,150,"Night","Weekend"
577,661,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88727,151.193474,"Street",2013,"March","Sunday","1:00",2013,"March"," ",0.0,51733388,100,"Night","Weekend"
617,710,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2013,"April","Thursday","22:10",2013,"April"," ",0.0,51131875,2210,"Night","Weekday"
623,717,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895679,151.181546,"Street",2013,"April","Friday","5:26",2013,"April","M",22.7713894593,50908946,526,"Night","Weekday"
640,736,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.895444,151.181626,"Address",2013,"April","Tuesday","19:05",2013,"April","F",47.7186858316,51546578,1905,"Night","Weekday"
652,752,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.888962,151.181931,"Address",2013,"April","Thursday","1:40",2013,"April","F",22.5468856947,51214806,140,"Night","Weekday"
657,759,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89896,151.18254,"Intersect",2013,"April","Saturday","2:50",2013,"April","F",23.2286105407,51270061,250,"Night","Weekend"
702,818,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90197,151.19222,"Intersect",2013,"May","Thursday","9:50",2013,"May"," ",0.0,53169419,950,"Day","Weekday"
703,819,"Assault","Non-domestic violence related assault","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2013,"May","Friday","14:50",2013,"May"," ",0.0,50742459,1450,"Day","Weekday"
753,876,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892705296,151.191709936,"Landmark",2013,"May","Tuesday","22:48",2013,"May"," ",0.0,51213991,2248,"Night","Weekday"
826,963,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889065,151.18193,"Street",2013,"June","Tuesday","10:00",2013,"June","M",31.5509924709,50635105,1000,"Day","Weekday"
883,1036,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89617,151.18075,"Address",2013,"June","Friday","21:30",2013,"June","F",32.1889117043,50886910,2130,"Night","Weekday"
956,1123,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2013,"July","Friday","16:00",2013,"July","M",44.6098562628,51755549,1600,"Day","Weekday"
957,1124,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2013,"July","Friday","16:00",2013,"July","M",44.6098562628,98234236,1600,"Day","Weekday"
1010,1191,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2013,"July","Saturday","15:10",2013,"July","M",31.2080766598,51231379,1510,"Day","Weekend"
1011,1192,"Assault","Non-domestic violence related assault","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.897328,151.19294,"Street",2013,"July","Saturday","21:00",2013,"July","M",40.0896646133,51918614,2100,"Night","Weekend"
1027,1208,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"August","Thursday","10:10",2013,"August"," ",0.0,51830572,1010,"Day","Weekday"
1052,1241,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89986,151.18488,"Intersect",2013,"August","Friday","22:05",2013,"August","M",36.6851471595,49869232,2205,"Night","Weekday"
1058,1249,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88657,151.19398,"Intersect",2013,"August","Saturday","12:30",2013,"August"," ",0.0,52210347,1230,"Day","Weekend"
1085,1279,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2013,"August","Tuesday","12:15",2013,"August","M",44.9835728953,53877120,1215,"Day","Weekday"
1089,1284,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Postcode",2013,"August","Wednesday","22:40",2013,"August","F",28.627652293,51556560,2240,"Night","Weekday"
1107,1304,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900605,151.18749,"Street",2013,"August","Sunday","16:55",2013,"August","F",67.1984941821,51908662,1655,"Day","Weekend"
1110,1307,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892455,151.1943,"Street",2013,"August","Monday","13:00",2013,"August"," ",0.0,52196803,1300,"Day","Weekday"
1124,1324,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.896195196,151.180863082,"Address",2013,"August","Saturday","11:50",2013,"August"," ",0.0,53275466,1150,"Day","Weekend"
1141,1344,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89348,151.18352,"Intersect",2013,"August","Thursday","1:45",2013,"August"," ",0.0,54976816,145,"Night","Weekday"
1190,1403,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.899902,151.178126,"Address",2013,"September","Tuesday","18:20",2013,"September","M",37.9780971937,52294952,1820,"Night","Weekday"
1193,1406,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2013,"September","Tuesday","12:45",2013,"September","M",25.0882956879,53342888,1245,"Day","Weekday"
1228,1450,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892365,151.18307,"Street",2013,"September","Tuesday","16:30",2013,"September","M",50.2792607803,52811498,1630,"Day","Weekday"
1269,1496,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89282,151.182935,"Street",2013,"September","Wednesday","18:00",2013,"September"," ",0.0,99582336,1800,"Day","Weekday"
1326,1569,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901676,151.189784,"Street",2013,"October","Thursday","23:45",2013,"October"," ",0.0,52594549,2345,"Night","Weekday"
1334,1578,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.897155,151.18175,"Street",2013,"October","Saturday","3:30",2013,"October"," ",0.0,52612539,330,"Night","Weekend"
1368,1618,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.900288,151.190294,"Street",2013,"October","Sunday","23:00",2013,"October"," ",0.0,52140244,2300,"Night","Weekend"
1442,1705,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2013,"November","Wednesday","15:30",2013,"November","M",57.605065024,52964471,1530,"Day","Weekday"
1482,1755,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2013,"November","Sunday","9:55",2013,"November","M",33.0054757016,52643289,955,"Day","Weekend"
1483,1756,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2013,"November","Sunday","9:55",2013,"November","M",42.7850787132,55763116,955,"Day","Weekend"
1509,1782,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"November","Monday","15:05",2013,"November","M",44.6769336071,53038849,1505,"Day","Weekday"
1514,1788,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90619,151.19183,"Intersect",2013,"November","Tuesday","18:30",2013,"November"," ",0.0,53078491,1830,"Night","Weekday"
1518,1794,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901214,151.185499,"Street",2013,"November","Friday","19:10",2013,"November","M",30.4483230664,53395761,1910,"Night","Weekday"
1561,1845,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2013,"December","Saturday","1:20",2013,"December"," ",0.0,53759113,120,"Night","Weekend"
1599,1889,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894026,151.183031,"Address",2013,"December","Sunday","1:15",2013,"December"," ",0.0,53454175,115,"Night","Weekend"
1610,1900,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.907971,151.19005,"Street",2013,"December","Monday","9:25",2013,"December"," ",0.0,53034662,925,"Day","Weekday"
1649,1941,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90822,151.19185,"Postcode",2013,"December","Tuesday","18:00",2013,"December"," ",0.0,54601190,1800,"Day","Weekday"
1712,2018,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89984,151.1798,"Street",2014,"January","Saturday","20:45",2014,"January"," ",0.0,51518731,2045,"Night","Weekend"
1713,2019,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89984,151.1798,"Street",2014,"January","Saturday","20:40",2014,"January"," ",0.0,54195386,2040,"Night","Weekend"
1754,2074,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.909302,151.181229,"Street",2014,"January","Sunday","0:30",2014,"January"," ",0.0,53763773,30,"Night","Weekend"
1771,2092,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.907018,151.182594,"Street",2014,"January","Saturday","22:50",2014,"January","M",29.6146475017,54660088,2250,"Night","Weekend"
1779,2104,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2014,"January","Sunday","15:00",2014,"January","F",46.1731690623,54221438,1500,"Day","Weekend"
1814,2143,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2014,"February","Friday","1:00",2014,"February"," ",0.0,53743614,100,"Night","Weekday"
1824,2154,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17804,"Postcode",2014,"February","Sunday","18:50",2014,"February"," ",0.0,53765696,1850,"Night","Weekend"
1840,2177,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.898476,151.190288,"Address",2014,"February","Friday","12:50",2014,"February","F",50.0492813142,56128918,1250,"Day","Weekday"
1876,2223,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900075,151.18613,"Street",2014,"February","Monday","18:30",2014,"February"," ",0.0,54897176,1830,"Night","Weekday"
1918,2276,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.893898,151.182881,"Address",2014,"March","Friday","2:00",2014,"March","M",26.6639288159,54032401,200,"Night","Weekday"
1919,2277,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.893898,151.182881,"Address",2014,"March","Friday","2:00",2014,"March","M",26.6639288159,54139248,200,"Night","Weekday"
1932,2292,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900075,151.18613,"Street",2014,"March","Monday","23:40",2014,"March","M",41.6235455168,52446233,2340,"Night","Weekday"
1956,2321,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2014,"March","Monday","18:00",2014,"March"," ",0.0,54173683,1800,"Day","Weekday"
1960,2325,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.892415,151.19185,"Street",2014,"March","Tuesday","8:10",2014,"March"," ",0.0,53024765,810,"Day","Weekday"
2028,2400,"Robbery","Robbery with a weapon not a firearm","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2013,"April","Monday","4:50",2013,"April","M",17.3039014374,49442295,450,"Night","Weekday"
2039,2411,"Robbery","Robbery with a firearm","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90786,151.18133,"Intersect",2013,"April","Friday","17:29",2013,"April"," ",0.0,52891519,1729,"Day","Weekday"
2058,2430,"Robbery","Robbery with a firearm","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.9008004,151.1905765,"Street",2013,"April","Friday","1:00",2013,"April"," ",0.0,52152643,100,"Night","Weekday"
2092,2469,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.893037,151.18215,"Street",2013,"May","Saturday","0:10",2013,"May"," ",0.0,51865409,10,"Night","Weekend"
2125,2503,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.887379,151.178804,"Street",2013,"July","Saturday","20:15",2013,"July","M",40.87816564,52140612,2015,"Night","Weekend"
2167,2547,"Robbery","Robbery without a weapon","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.89012,151.19049,"Intersect",2013,"August","Wednesday","0:05",2013,"August"," ",0.0,52175481,5,"Night","Weekday"
2177,2558,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89512,151.18242,"Intersect",2013,"August","Friday","9:50",2013,"August"," ",0.0,53165888,950,"Day","Weekday"
2195,2576,"Robbery","Robbery with a weapon not a firearm","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90451,151.18038,"Intersect",2013,"September","Sunday","5:20",2013,"September"," ",0.0,50153832,520,"Night","Weekend"
2225,2607,"Robbery","Robbery without a weapon","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2013,"October","Sunday","5:15",2013,"October"," ",0.0,52352594,515,"Night","Weekend"
2232,2614,"Robbery","Robbery without a weapon","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89827,151.188995,"Street",2013,"October","Sunday","23:00",2013,"October","F",31.3086926762,52752446,2300,"Night","Weekend"
2241,2624,"Robbery","Robbery without a weapon","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.887823,151.193368,"Street",2013,"October","Monday","21:45",2013,"October"," ",0.0,55383823,2145,"Night","Weekday"
2253,2641,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892,151.17958,"Intersect",2013,"November","Saturday","2:10",2013,"November"," ",0.0,52877968,210,"Night","Weekend"
2290,2680,"Robbery","Robbery with a weapon not a firearm","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89828,151.1783,"Intersect",2013,"December","Sunday","1:45",2013,"December","M",15.5961670089,53094399,145,"Night","Weekend"
2320,2712,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89984,151.1798,"Street",2014,"January","Saturday","20:40",2014,"January"," ",0.0,53636275,2040,"Night","Weekend"
2334,2727,"Robbery","Robbery without a weapon","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.909302,151.181229,"Street",2014,"January","Sunday","0:30",2014,"January"," ",0.0,53872761,30,"Night","Weekend"
2348,2744,"Robbery","Robbery without a weapon","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.891433,151.18984,"Street",2014,"February","Saturday","0:30",2014,"February","M",22.6351813826,55078951,30,"Night","Weekend"
2351,2747,"Robbery","Robbery with a firearm","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90305,151.191205,"Street",2014,"February","Sunday","16:00",2014,"February"," ",0.0,53832203,1600,"Day","Weekend"
2353,2749,"Robbery","Robbery with a weapon not a firearm","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2014,"February","Monday","4:03",2014,"February","M",24.7515400411,52261995,403,"Night","Weekday"
2355,2751,"Robbery","Robbery with a weapon not a firearm","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8929,151.180077,"Address",2014,"February","Friday","21:00",2014,"February"," ",0.0,52151633,2100,"Night","Weekday"
2366,2762,"Robbery","Robbery without a weapon","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900075,151.18613,"Street",2014,"February","Wednesday","21:55",2014,"February"," ",0.0,53347544,2155,"Night","Weekday"
2370,2766,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89172,151.18281,"Street",2014,"March","Saturday","7:20",2014,"March"," ",0.0,55794420,720,"Day","Weekend"
2456,2864,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"April","Sunday","10:00",2014,"April","M",42.4373716632,56745218,1000,"Day","Weekend"
2470,2883,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900075,151.18613,"Street",2014,"April","Thursday","12:15",2014,"April"," ",0.0,56589724,1215,"Day","Weekday"
2512,2932,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2014,"May","Wednesday","9:20",2014,"May"," ",0.0,54617201,920,"Day","Weekday"
2513,2934,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88677,151.17655,"Intersect",2014,"May","Thursday","3:10",2014,"May","M",39.6447638604,103823736,310,"Night","Weekday"
2516,2937,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.891476,151.183973,"Address",2014,"May","Thursday","1:15",2014,"May"," ",0.0,53683445,115,"Night","Weekday"
2578,3008,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2014,"May","Sunday","14:00",2014,"May","M",46.1718001369,54216860,1400,"Day","Weekend"
2592,3023,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2014,"May","Tuesday","14:00",2014,"May","M",32.9206023272,53861445,1400,"Day","Weekday"
2595,3027,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.889243,151.190349,"Street",2014,"May","Wednesday","8:55",2014,"May","M",47.0177960301,55310554,855,"Day","Weekday"
2597,3029,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"May","Thursday","2:00",2014,"May","M",70.9466119097,55109640,200,"Night","Weekday"
2606,3039,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.89331,151.189115,"Street",2014,"May","Saturday","10:00",2014,"May"," ",0.0,55854388,1000,"Day","Weekend"
2626,3063,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894244,151.182618,"Intersect",2014,"June","Sunday","21:50",2014,"June"," ",0.0,63790127,2150,"Night","Weekend"
2632,3069,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89274,151.18322,"Intersect",2014,"June","Monday","10:10",2014,"June","M",41.8042436687,54531570,1010,"Day","Weekday"
2651,3091,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.892365,151.18307,"Street",2014,"June","Saturday","11:30",2014,"June","F",58.6119096509,54617889,1130,"Day","Weekend"
2656,3096,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88866,151.18311,"Postcode",2014,"June","Sunday","21:35",2014,"June","F",21.0595482546,55268297,2135,"Night","Weekend"
2666,3108,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89282,151.182935,"Street",2014,"June","Wednesday","15:50",2014,"June","F",57.2566735113,55124581,1550,"Day","Weekday"
2670,3112,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.888037,151.179948,"Address",2014,"June","Friday","10:00",2014,"June","M",35.7508555784,55437066,1000,"Day","Weekday"
2687,3130,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89371,151.1803,"Intersect",2014,"June","Wednesday","10:00",2014,"June","F",65.3744010951,57155119,1000,"Day","Weekday"
2720,3182,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"July","Thursday","16:35",2014,"July"," ",0.0,55199271,1635,"Day","Weekday"
2734,3198,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2014,"July","Sunday","0:10",2014,"July","M",26.8822724162,55952486,10,"Night","Weekend"
2785,3255,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898395,151.178685,"Street",2014,"July","Thursday","10:35",2014,"July","M",29.2587268994,55053182,1035,"Day","Weekday"
2797,3269,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894992,151.181792,"Address",2014,"July","Sunday","3:35",2014,"July"," ",0.0,55258052,335,"Night","Weekend"
2840,3319,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89542,151.18497,"Street",2014,"August","Saturday","9:00",2014,"August","M",21.9856262834,54711379,900,"Day","Weekend"
2857,3340,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2014,"August","Thursday","15:30",2014,"August","F",51.3490759754,54866844,1530,"Day","Weekday"
2869,3356,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898245,151.178456,"Address",2014,"August","Thursday","19:00",2014,"August"," ",0.0,55569696,1900,"Night","Weekday"
2875,3363,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90283,151.18969,"Intersect",2014,"August","Friday","22:08",2014,"August"," ",0.0,55677848,2208,"Night","Weekday"
2923,3420,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.901382,151.188534,"Street",2014,"September","Tuesday","10:45",2014,"September","M",28.8528405202,56693176,1045,"Day","Weekday"
2927,3425,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.885681,151.181811,"Street",2014,"September","Wednesday","12:28",2014,"September","M",21.3264887064,64626927,1228,"Day","Weekday"
