"id","date","temp","dew_pt","hum","wind_spd","wind_gust","dir","vis","pressure","wind_chill","heat_index","precip","cond","fog","rain","snow","hail","thunder","tornado"
"1",2016-07-01 00:00:00,12,2,38,27.8,NA,"NNW",25,1014,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"2",2016-07-01 00:00:00,12,2,51,27.8,NA,"NNW",NA,1013,NA,NA,NA,"Clear",0,0,0,0,0,0
"3",2016-07-01 00:30:00,12,2,51,31.5,NA,"NNW",NA,1013,NA,NA,NA,"Clear",0,0,0,0,0,0
"4",2016-07-01 01:00:00,12,2,41,31.5,NA,"NNW",NA,1013,NA,NA,NA,"",0,0,0,0,0,0
"5",2016-07-01 01:00:00,12,2,51,31.5,NA,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"6",2016-07-01 01:30:00,13,2,47,29.6,NA,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"7",2016-07-01 01:36:00,13,2,47,27.8,48.2,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"8",2016-07-01 02:00:00,13,3,39,37,NA,"NNW",NA,1013,NA,NA,NA,"",0,0,0,0,0,0
"9",2016-07-01 02:00:00,13,3,51,37,55.6,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"10",2016-07-01 02:30:00,12,3,54,25.9,NA,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"11",2016-07-01 03:00:00,12,3,45,24.1,NA,"North",25,1012,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"12",2016-07-01 03:00:00,12,3,54,24.1,NA,"North",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"13",2016-07-01 03:30:00,12,3,54,18.5,NA,"NNW",NA,1012,NA,NA,NA,"Clear",0,0,0,0,0,0
"14",2016-07-01 04:00:00,11,4,49,27.8,NA,"WSW",NA,1014,NA,NA,NA,"",0,0,0,0,0,0
"15",2016-07-01 04:00:00,11,4,62,27.8,NA,"WSW",NA,1013,NA,NA,NA,"Clear",0,0,0,0,0,0
"16",2016-07-01 04:30:00,11,4,62,16.7,NA,"WNW",NA,1013,NA,NA,NA,"Clear",0,0,0,0,0,0
"17",2016-07-01 05:00:00,10,4,53,14.8,NA,"West",NA,1013,NA,NA,NA,"",0,0,0,0,0,0
"18",2016-07-01 05:00:00,10,4,66,14.8,NA,"West",NA,1013,NA,NA,NA,"Clear",0,0,0,0,0,0
"19",2016-07-01 05:30:00,10,4,66,20.4,NA,"WSW",NA,1014,NA,NA,NA,"Clear",0,0,0,0,0,0
"20",2016-07-01 06:00:00,10,3,52,16.7,NA,"WSW",30,1014,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"21",2016-07-01 06:00:00,10,3,62,16.7,NA,"WSW",10,1014,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"22",2016-07-01 06:30:00,10,3,62,13,NA,"West",10,1014,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"23",2016-07-01 07:00:00,10,2,44,16.7,NA,"NW",NA,1015,NA,NA,NA,"",0,0,0,0,0,0
"24",2016-07-01 07:00:00,10,2,58,16.7,NA,"NW",10,1014,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0
"25",2016-07-01 07:30:00,9,3,66,18.5,NA,"West",10,1015,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0
"26",2016-07-01 08:00:00,9,3,54,14.8,NA,"WSW",NA,1016,NA,NA,NA,"",0,0,0,0,0,0
"27",2016-07-01 08:00:00,9,3,66,14.8,NA,"WSW",10,1015,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0
"28",2016-07-01 08:30:00,11,3,58,11.1,NA,"WNW",10,1015,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0
"29",2016-07-01 09:00:00,11,2,40,14.8,NA,"NNW",30,1016,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"30",2016-07-01 09:00:00,11,2,54,14.8,NA,"NNW",10,1015,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0
"31",2016-07-01 09:30:00,13,0,41,16.7,NA,"NW",10,1015,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"32",2016-07-01 10:00:00,14,0,25,27.8,NA,"WNW",NA,1016,NA,NA,NA,"",0,0,0,0,0,0
"33",2016-07-01 10:00:00,14,-1,36,27.8,NA,"WNW",10,1015,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"34",2016-07-01 10:30:00,14,1,41,22.2,NA,"West",10,1016,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"35",2016-07-01 11:00:00,15,1,27,29.6,NA,"West",NA,1016,NA,NA,NA,"",0,0,0,0,0,0
"36",2016-07-01 11:00:00,15,1,39,29.6,NA,"West",10,1015,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"37",2016-07-01 11:35:00,15,1,39,27.8,46.3,"West",10,1015,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"38",2016-07-01 12:00:00,15,1,26,31.5,NA,"West",30,1016,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"39",2016-07-01 12:00:00,15,1,39,31.5,NA,"West",10,1015,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"40",2016-07-01 12:30:00,15,2,42,35.2,NA,"WSW",10,1015,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0
"41",2016-07-01 13:00:00,15,1,24,35.2,NA,"West",NA,1016,NA,NA,NA,"",0,0,0,0,0,0
"42",2016-07-01 13:00:00,15,1,39,35.2,NA,"West",NA,1015,NA,NA,NA,"Clear",0,0,0,0,0,0
"43",2016-07-01 13:30:00,16,1,36,29.6,NA,"WSW",NA,1015,NA,NA,NA,"Clear",0,0,0,0,0,0
"44",2016-07-01 13:40:00,15,0,36,27.8,48.2,"WSW",NA,1015,NA,NA,NA,"Clear",0,0,0,0,0,0
"45",2016-07-01 14:00:00,16,0,24,24.1,NA,"West",NA,1016,NA,NA,NA,"",0,0,0,0,0,0
"46",2016-07-01 14:00:00,16,0,34,24.1,42.6,"West",NA,1015,NA,NA,NA,"Clear",0,0,0,0,0,0
"47",2016-07-01 14:30:00,16,-1,31,24.1,NA,"West",NA,1016,NA,NA,NA,"Clear",0,0,0,0,0,0
"48",2016-07-01 15:00:00,16,2,27,27.8,NA,"WSW",30,1016,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"49",2016-07-01 15:00:00,16,2,39,27.8,NA,"WSW",NA,1016,NA,NA,NA,"Clear",0,0,0,0,0,0
"50",2016-07-01 15:30:00,16,0,34,24.1,NA,"WSW",NA,1016,NA,NA,NA,"Clear",0,0,0,0,0,0
"51",2016-07-01 16:00:00,16,0,24,20.4,NA,"West",NA,1017,NA,NA,NA,"",0,0,0,0,0,0
"52",2016-07-01 16:00:00,16,0,34,20.4,NA,"West",NA,1016,NA,NA,NA,"Clear",0,0,0,0,0,0
"53",2016-07-01 16:30:00,15,1,39,22.2,NA,"West",NA,1017,NA,NA,NA,"Clear",0,0,0,0,0,0
"54",2016-07-01 17:00:00,14,1,28,16.7,NA,"WSW",NA,1018,NA,NA,NA,"",0,0,0,0,0,0
"55",2016-07-01 17:00:00,15,1,39,16.7,NA,"WSW",NA,1017,NA,NA,NA,"Clear",0,0,0,0,0,0
"56",2016-07-01 17:30:00,14,1,41,20.4,NA,"West",NA,1018,NA,NA,NA,"Clear",0,0,0,0,0,0
"57",2016-07-01 18:00:00,13,2,32,22.2,NA,"West",30,1019,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"58",2016-07-01 18:00:00,13,2,47,22.2,NA,"West",NA,1019,NA,NA,NA,"Clear",0,0,0,0,0,0
"59",2016-07-01 18:30:00,13,2,47,25.9,NA,"WSW",NA,1019,NA,NA,NA,"Clear",0,0,0,0,0,0
"60",2016-07-01 19:00:00,12,2,38,24.1,NA,"West",NA,1020,NA,NA,NA,"",0,0,0,0,0,0
"61",2016-07-01 19:00:00,12,2,51,24.1,NA,"West",NA,1020,NA,NA,NA,"Clear",0,0,0,0,0,0
"62",2016-07-01 19:30:00,12,2,51,20.4,NA,"West",NA,1020,NA,NA,NA,"Clear",0,0,0,0,0,0
"63",2016-07-01 20:00:00,11,2,41,18.5,NA,"WSW",NA,1021,NA,NA,NA,"",0,0,0,0,0,0
"64",2016-07-01 20:00:00,11,2,54,18.5,NA,"WSW",NA,1021,NA,NA,NA,"Clear",0,0,0,0,0,0
"65",2016-07-01 20:30:00,11,2,54,22.2,NA,"West",NA,1021,NA,NA,NA,"Clear",0,0,0,0,0,0
"66",2016-07-01 21:00:00,11,3,48,22.2,NA,"West",30,1021,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"67",2016-07-01 21:00:00,11,3,58,22.2,NA,"West",NA,1021,NA,NA,NA,"Clear",0,0,0,0,0,0
"68",2016-07-01 21:30:00,10,3,62,24.1,NA,"West",NA,1021,NA,NA,NA,"Clear",0,0,0,0,0,0
"69",2016-07-01 22:00:00,10,3,50,20.4,NA,"WNW",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"70",2016-07-01 22:00:00,10,3,62,20.4,NA,"WNW",NA,1021,NA,NA,NA,"Clear",0,0,0,0,0,0
"71",2016-07-01 22:30:00,10,3,62,25.9,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"72",2016-07-01 23:00:00,10,3,49,29.6,NA,"West",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"73",2016-07-01 23:00:00,10,3,62,29.6,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"74",2016-07-01 23:30:00,10,3,62,24.1,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"75",2016-07-02 00:00:00,10,3,51,22.2,NA,"West",25,1022,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"76",2016-07-02 00:00:00,10,3,62,22.2,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"77",2016-07-02 00:30:00,10,3,62,29.6,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"78",2016-07-02 01:00:00,10,2,48,31.5,NA,"WSW",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"79",2016-07-02 01:00:00,10,2,58,31.5,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"80",2016-07-02 01:30:00,10,2,58,29.6,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"81",2016-07-02 02:00:00,10,2,48,27.8,NA,"WSW",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"82",2016-07-02 02:00:00,10,2,58,27.8,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"83",2016-07-02 02:30:00,10,2,58,29.6,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"84",2016-07-02 03:00:00,10,2,51,31.5,NA,"WSW",25,1023,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"85",2016-07-02 03:00:00,10,2,58,31.5,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"86",2016-07-02 03:30:00,9,3,66,31.5,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"87",2016-07-02 04:00:00,9,3,54,29.6,NA,"West",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"88",2016-07-02 04:30:00,9,3,66,24.1,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"89",2016-07-02 05:00:00,8,2,57,20.4,NA,"NNW",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"90",2016-07-02 05:00:00,8,3,71,20.4,NA,"NNW",NA,1023,4.8,NA,NA,"Clear",0,0,0,0,0,0
"91",2016-07-02 05:30:00,9,3,66,16.7,NA,"NW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"92",2016-07-02 06:00:00,9,3,57,16.7,NA,"NW",25,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"93",2016-07-02 06:00:00,9,3,66,16.7,NA,"NW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"94",2016-07-02 06:30:00,8,3,71,16.7,NA,"NW",NA,1023,5.3,NA,NA,"Clear",0,0,0,0,0,0
"95",2016-07-02 07:00:00,8,3,61,14.8,NA,"WNW",NA,1024,NA,NA,NA,"",0,0,0,0,0,0
"96",2016-07-02 07:00:00,8,3,71,14.8,NA,"WNW",10,1024,5.5,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"97",2016-07-02 07:30:00,9,3,66,14.8,NA,"NW",10,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"98",2016-07-02 08:00:00,10,3,51,13,NA,"NW",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"99",2016-07-02 08:00:00,10,3,62,13,NA,"NW",10,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"100",2016-07-02 08:30:00,11,3,58,18.5,NA,"West",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"101",2016-07-02 09:00:00,12,3,41,18.5,NA,"West",30,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"102",2016-07-02 09:00:00,12,3,54,18.5,NA,"West",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"103",2016-07-02 09:30:00,13,3,51,16.7,NA,"WNW",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"104",2016-07-02 10:00:00,14,4,38,25.9,NA,"West",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"105",2016-07-02 10:00:00,14,4,51,25.9,NA,"West",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"106",2016-07-02 10:30:00,14,3,48,22.2,NA,"West",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"107",2016-07-02 11:00:00,15,3,31,24.1,NA,"West",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"108",2016-07-02 11:00:00,15,3,45,24.1,NA,"West",10,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"109",2016-07-02 11:30:00,16,3,42,20.4,NA,"West",10,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"110",2016-07-02 12:00:00,16,3,30,18.5,NA,"West",30,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"111",2016-07-02 12:00:00,16,3,42,18.5,NA,"West",10,1024,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"112",2016-07-02 12:30:00,17,2,37,14.8,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"113",2016-07-02 13:00:00,17,3,28,13,NA,"WSW",NA,1024,NA,NA,NA,"",0,0,0,0,0,0
"114",2016-07-02 13:00:00,17,3,39,13,NA,"WSW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"115",2016-07-02 13:30:00,17,3,39,14.8,NA,"WSW",10,1023,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"116",2016-07-02 14:00:00,18,2,24,16.7,NA,"WSW",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"117",2016-07-02 14:00:00,18,2,34,16.7,NA,"WSW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"118",2016-07-02 14:30:00,17,2,37,13,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"119",2016-07-02 15:00:00,18,2,24,13,NA,"WSW",40,1023,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"120",2016-07-02 15:00:00,18,2,34,13,NA,"WSW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"121",2016-07-02 15:30:00,18,2,34,18.5,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"122",2016-07-02 16:00:00,17,3,28,13,NA,"West",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"123",2016-07-02 16:00:00,17,3,39,13,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"124",2016-07-02 16:30:00,16,3,42,16.7,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"125",2016-07-02 17:00:00,15,3,32,20.4,NA,"West",NA,1024,NA,NA,NA,"",0,0,0,0,0,0
"126",2016-07-02 17:00:00,15,3,45,20.4,NA,"West",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"127",2016-07-02 17:30:00,15,4,48,16.7,NA,"West",NA,1024,NA,NA,NA,"Clear",0,0,0,0,0,0
"128",2016-07-02 18:00:00,14,4,36,20.4,NA,"WSW",30,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"129",2016-07-02 18:00:00,14,4,51,20.4,NA,"WSW",NA,1024,NA,NA,NA,"Clear",0,0,0,0,0,0
"130",2016-07-02 18:30:00,14,3,48,24.1,NA,"West",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"131",2016-07-02 19:00:00,13,3,38,24.1,NA,"West",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"132",2016-07-02 19:00:00,13,3,51,24.1,NA,"West",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"133",2016-07-02 19:30:00,13,3,51,24.1,NA,"West",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"134",2016-07-02 20:00:00,12,3,43,20.4,NA,"West",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"135",2016-07-02 20:00:00,13,3,51,20.4,NA,"West",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"136",2016-07-02 20:30:00,12,3,54,16.7,NA,"West",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"137",2016-07-02 21:00:00,12,3,44,14.8,NA,"WNW",30,1026,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"138",2016-07-02 21:00:00,12,3,54,14.8,NA,"WNW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"139",2016-07-02 21:30:00,12,3,54,13,NA,"WNW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"140",2016-07-02 22:00:00,11,3,46,13,NA,"NW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"141",2016-07-02 22:00:00,11,3,58,13,NA,"NW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"142",2016-07-02 22:30:00,11,3,58,13,NA,"NW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"143",2016-07-02 23:00:00,11,4,51,13,NA,"WNW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"144",2016-07-02 23:00:00,11,4,62,13,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"145",2016-07-02 23:30:00,10,3,62,11.1,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"146",2016-07-03 00:00:00,9,3,55,14.8,NA,"WNW",30,1026,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"147",2016-07-03 00:00:00,9,3,66,14.8,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"148",2016-07-03 00:30:00,9,3,66,16.7,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"149",2016-07-03 01:00:00,9,3,58,16.7,NA,"WNW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"150",2016-07-03 01:00:00,9,3,66,16.7,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"151",2016-07-03 01:30:00,8,3,71,13,NA,"WNW",NA,1025,5.8,NA,NA,"Clear",0,0,0,0,0,0
"152",2016-07-03 02:00:00,8,3,60,14.8,NA,"NW",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"153",2016-07-03 02:00:00,8,3,71,14.8,NA,"NW",NA,1025,5.5,NA,NA,"Clear",0,0,0,0,0,0
"154",2016-07-03 02:30:00,8,3,71,14.8,NA,"North",NA,1025,5.5,NA,NA,"Clear",0,0,0,0,0,0
"155",2016-07-03 03:00:00,7,3,66,14.8,NA,"North",30,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"156",2016-07-03 03:00:00,7,3,76,14.8,NA,"North",NA,1025,4.3,NA,NA,"Clear",0,0,0,0,0,0
"157",2016-07-03 03:30:00,7,3,76,14.8,NA,"NNW",NA,1025,4.3,NA,NA,"Clear",0,0,0,0,0,0
"158",2016-07-03 04:00:00,7,3,71,13,NA,"NW",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"159",2016-07-03 04:00:00,7,3,76,13,NA,"NW",NA,1025,4.5,NA,NA,"Clear",0,0,0,0,0,0
"160",2016-07-03 04:30:00,7,3,76,13,NA,"North",NA,1024,4.5,NA,NA,"Clear",0,0,0,0,0,0
"161",2016-07-03 05:00:00,7,3,71,13,NA,"NW",NA,1025,NA,NA,NA,"",0,0,0,0,0,0
"162",2016-07-03 05:00:00,7,3,76,13,NA,"NW",NA,1025,4.5,NA,NA,"Clear",0,0,0,0,0,0
"163",2016-07-03 05:30:00,7,3,76,11.1,NA,"North",NA,1025,4.9,NA,NA,"Clear",0,0,0,0,0,0
"164",2016-07-03 06:00:00,7,3,71,13,NA,"NNW",25,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"165",2016-07-03 06:00:00,7,3,76,13,NA,"NNW",NA,1025,4.5,NA,NA,"Clear",0,0,0,0,0,0
"166",2016-07-03 06:30:00,7,3,76,13,NA,"WNW",NA,1025,4.5,NA,NA,"Clear",0,0,0,0,0,0
"167",2016-07-03 07:00:00,6,3,72,16.7,NA,"NW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"168",2016-07-03 07:00:00,6,3,81,16.7,NA,"NW",NA,1026,2.8,NA,NA,"Clear",0,0,0,0,0,0
"169",2016-07-03 07:30:00,7,3,76,18.5,NA,"NW",NA,1026,3.8,NA,NA,"Clear",0,0,0,0,0,0
"170",2016-07-03 08:00:00,8,3,63,16.7,NA,"NW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"171",2016-07-03 08:00:00,8,3,71,16.7,NA,"NW",10,1026,5.3,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"172",2016-07-03 08:30:00,9,3,66,18.5,NA,"NW",10,1026,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"173",2016-07-03 09:00:00,11,3,50,18.5,NA,"NW",30,1026,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"174",2016-07-03 09:00:00,11,3,58,18.5,NA,"NW",10,1026,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"175",2016-07-03 10:00:00,13,3,39,16.7,NA,"WNW",NA,1027,NA,NA,NA,"",0,0,0,0,0,0
"176",2016-07-03 10:00:00,13,3,51,16.7,NA,"WNW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"177",2016-07-03 10:30:00,14,3,48,16.7,NA,"WNW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"178",2016-07-03 11:00:00,15,2,31,14.8,NA,"WNW",NA,1026,NA,NA,NA,"",0,0,0,0,0,0
"179",2016-07-03 11:00:00,15,3,45,14.8,NA,"WNW",NA,1026,NA,NA,NA,"Clear",0,0,0,0,0,0
"180",2016-07-03 11:30:00,15,2,42,16.7,NA,"WNW",NA,1025,NA,NA,NA,"Clear",0,0,0,0,0,0
"181",2016-07-03 12:00:00,16,2,29,14.8,NA,"WNW",40,1025,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"182",2016-07-03 12:00:00,16,2,39,14.8,NA,"WNW",NA,1024,NA,NA,NA,"Clear",0,0,0,0,0,0
"183",2016-07-03 12:30:00,16,2,39,16.7,NA,"NW",NA,1024,NA,NA,NA,"Clear",0,0,0,0,0,0
"184",2016-07-03 13:00:00,17,2,24,14.8,NA,"NW",NA,1024,NA,NA,NA,"",0,0,0,0,0,0
"185",2016-07-03 13:00:00,17,2,37,14.8,NA,"NW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"186",2016-07-03 13:30:00,18,2,34,14.8,NA,"WNW",NA,1023,NA,NA,NA,"Clear",0,0,0,0,0,0
"187",2016-07-03 14:00:00,17,2,24,13,NA,"NW",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"188",2016-07-03 14:00:00,17,2,37,13,NA,"NW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"189",2016-07-03 15:00:00,18,2,24,11.1,NA,"NW",40,1022,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"190",2016-07-03 15:00:00,18,2,34,11.1,NA,"NW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"191",2016-07-03 15:30:00,17,3,39,11.1,NA,"NW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"192",2016-07-03 16:00:00,17,2,25,9.3,NA,"NNW",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"193",2016-07-03 16:00:00,17,2,37,9.3,NA,"NNW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"194",2016-07-03 16:30:00,17,1,34,14.8,NA,"NW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"195",2016-07-03 17:00:00,16,2,29,9.3,NA,"NW",NA,1022,NA,NA,NA,"",0,0,0,0,0,0
"196",2016-07-03 17:00:00,16,2,39,9.3,NA,"NW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"197",2016-07-03 17:30:00,15,2,42,9.3,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"198",2016-07-03 18:00:00,15,3,31,9.3,NA,"North",30,1022,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"199",2016-07-03 18:00:00,15,3,45,9.3,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"200",2016-07-03 18:30:00,14,3,48,7.4,NA,"NNE",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"201",2016-07-03 19:00:00,14,4,39,9.3,NA,"North",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"202",2016-07-03 19:00:00,14,4,51,9.3,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"203",2016-07-03 19:30:00,13,4,54,9.3,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"204",2016-07-03 20:00:00,12,5,50,7.4,NA,"North",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"205",2016-07-03 20:00:00,12,5,62,7.4,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"206",2016-07-03 20:30:00,12,5,62,0,NA,"North",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"207",2016-07-03 21:00:00,11,6,63,7.4,NA,"West",30,1023,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0
"208",2016-07-03 21:00:00,11,6,71,7.4,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"209",2016-07-03 21:30:00,10,5,71,11.1,NA,"West",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"210",2016-07-03 22:00:00,10,5,60,11.1,NA,"SW",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
"211",2016-07-03 22:00:00,10,5,71,11.1,NA,"SW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"212",2016-07-03 22:30:00,10,5,71,9.3,NA,"WSW",NA,1022,NA,NA,NA,"Clear",0,0,0,0,0,0
"213",2016-07-03 23:00:00,9,4,62,9.3,NA,"West",NA,1023,NA,NA,NA,"",0,0,0,0,0,0
